/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1033	Jacqueline Bisset	is	an English actress	0	2	2	3	3	6	0.9999999998901186	Jacqueline Bisset is an English actress .	NNP NNP VBZ DT JJ NN .	B-NP I-NP B-VP B-NP I-NP I-NP O	jacqueline bisset	be	an english actress
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1060	Newsweek	declared	her	4	5	5	6	6	7	0.06029127522070266	At the time , Newsweek declared her " the most beautiful film actress of all time . "	IN DT NN , NNP VBD PRP `` DT RBS JJ NN NN IN DT NN . ''	B-PP B-NP I-NP O B-NP B-VP B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O	newsweek	declare	her
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1061	a small film Bisset	had made	six years	4	8	8	10	10	12	0.8243745170740859	About that time , a small film Bisset had made six years earlier was re-released in the United States under the title Secrets .	IN DT NN , DT JJ NN NNP VBD VBN CD NNS RBR VBD VBN IN DT NNP NNPS IN DT NN NNS .	B-PP B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP B-ADVP B-VP I-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	a small film bisset	make	# years
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1061	six years	was re-released in	the United States	10	12	13	16	16	19	0.9228593693721651	About that time , a small film Bisset had made six years earlier was re-released in the United States under the title Secrets .	IN DT NN , DT JJ NN NNP VBD VBN CD NNS RBR VBD VBN IN DT NNP NNPS IN DT NN NNS .	B-PP B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP B-ADVP B-VP I-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	# years	re-released in	the united states
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1062	That movie	featured the only extensive nude scenes of	Bisset 's career	0	2	2	9	9	12	0.9307162601102236	That movie featured the only extensive nude scenes of Bisset 's career and the producers cashed in on her fame .	DT NN VBD DT RB JJ JJ NNS IN NNP POS NN CC DT NNS VBD IN IN PRP$ NN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-VP B-ADVP B-PP B-NP I-NP O	that movie	feature scene of	bisset 's career
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1062	the producers	cashed in on	her fame	13	15	15	18	18	20	0.9966985305323833	That movie featured the only extensive nude scenes of Bisset 's career and the producers cashed in on her fame .	DT NN VBD DT RB JJ JJ NNS IN NNP POS NN CC DT NNS VBD IN IN PRP$ NN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-VP B-ADVP B-PP B-NP I-NP O	the producers	cash in on	her fame
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1063	She	earned a Golden Globe nomination for	the comedy	0	1	1	7	7	9	0.5138103722747116	She earned a Golden Globe nomination for the comedy Who Is Killing the Great Chefs of Europe ?	PRP VBD DT NNP NNP NN IN DT NN WP VBZ VBG DT JJ NNP IN NNP .	B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O	she	earn golden globe nomination for	the comedy
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1063	the comedy	Is Killing	the Great Chefs of Europe	7	9	10	12	12	17	0.8664353623842815	She earned a Golden Globe nomination for the comedy Who Is Killing the Great Chefs of Europe ?	PRP VBD DT NNP NNP NN IN DT NN WP VBZ VBG DT JJ NNP IN NNP .	B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O	the comedy	kill	the great chefs of europe
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1064	she	starred in	the movies Rich and Famous	3	4	4	6	6	11	0.523599052735355	Soon thereafter , she starred in the movies Rich and Famous , for which she earned her a second Golden Globe nomination .	RB RB , PRP VBD IN DT NNS NNP CC NNP , IN WDT PRP VBD PRP DT JJ NNP NNP NN .	B-ADVP I-ADVP O B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP B-NP B-NP I-NP I-NP I-NP I-NP O	she	star in	the movies rich and famous
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1064	she	earned	her	14	15	15	16	16	17	0.005487551053062422	Soon thereafter , she starred in the movies Rich and Famous , for which she earned her a second Golden Globe nomination .	RB RB , PRP VBD IN DT NNS NNP CC NNP , IN WDT PRP VBD PRP DT JJ NNP NNP NN .	B-ADVP I-ADVP O B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP B-NP B-NP I-NP I-NP I-NP I-NP O	she	earn	her
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1065	Bisset	often appeared with	her	0	1	1	4	4	5	0.05325261918129978	Bisset often appeared with her leading men in more than one film .	NNP RB VBD IN PRP VBG NNS IN JJR IN CD NN .	B-NP B-ADVP B-VP B-PP B-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP O	bisset	appear with	her
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1066	She	was cast as	Paul Newman 's daughter	0	1	1	4	4	8	0.8489034501550581	She was cast as Paul Newman 's daughter in The Life and Times of Judge Roy Bean , then as his girlfriend in When Time Ran Out .	PRP VBD VBN IN NNP NNP POS NN IN DT NNP CC NNP IN NNP NNP NNP , RB IN PRP$ NN IN WRB NN VBD RB .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-ADVP B-PP B-NP I-NP B-PP B-VP B-NP B-VP B-ADVP O	she	cast as	paul newman 's daughter
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1067	Bisset	has also worked with	Albert Finney	0	1	1	5	5	7	0.9972012926494022	Bisset has also worked with Albert Finney , Mickey Rourke , Anthony Perkins , and Michael York on multiple occasions .	NNP VBZ RB VBN IN NNP NNP , NNP NNP , NNP NNP , CC NNP NNP IN JJ NNS .	B-NP B-VP I-VP I-VP B-PP B-NP I-NP O B-NP I-NP O B-NP I-NP O O B-NP I-NP B-PP B-NP I-NP O	bisset	work with	albert finney
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1068	Bisset	has worked with	such directors	0	1	1	4	4	6	0.9401754723325491	Bisset has worked with such directors as François Truffaut , John Huston , Stanley Donen , Sidney Lumet and George Cukor .	NNP VBZ VBN IN JJ NNS IN NNP NNP , NNP NNP , NNP NNP , NNP NNP CC NNP NNP .	B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP O B-NP I-NP O B-NP I-NP O B-NP I-NP O B-NP I-NP O	bisset	work with	such directors
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1070	Bisset	has appeared in	many made-for-TV	0	1	1	4	4	6	0.9055233367161138	Bisset has appeared in many made-for-TV and independent films , especially in recent years .	NNP VBZ VBN IN JJ NNS CC JJ NNS , RB IN JJ NNS .	B-NP B-VP I-VP B-PP B-NP I-NP O B-NP I-NP O B-ADVP B-PP B-NP I-NP O	bisset	appear in	many made-for-tv
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1071	she	was nominated for	a César Award	3	4	4	7	7	10	0.9005513473777704	In 1996 , she was nominated for a César Award , for her role in La Cérémonie .	IN CD , PRP VBD VBN IN DT NNP NNP , IN PRP$ NN IN NNP NNP .	B-PP B-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP O B-PP B-NP I-NP B-PP B-NP I-NP O	she	nominate for	a césar award
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1072	She	received	Golden Globe	0	1	1	2	2	4	0.6964513627126004	She received Golden Globe and Emmy Award nominations for the 1999 miniseries Joan of Arc .	PRP VBD NNP NNP CC NNP NNP NNS IN DT CD NNS NNP IN NNP .	B-NP B-VP B-NP I-NP O B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-NP I-NP I-NP O	she	receive	golden globe
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1073	Other notable projects	include	the acclaimed Biblical epics Jesus	0	3	3	4	4	9	0.8591362728105365	Other notable projects include the acclaimed Biblical epics Jesus with Martin Landau .	JJ JJ NNS VBP DT JJ NNP NNS NNP IN NNP NNP .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O	other notable projects	include	the acclaimed biblical epics jesus
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1074	She	made guest appearances on	Ally McBeal	0	1	1	5	5	7	0.9982639785120369	She made guest appearances on Ally McBeal during 2001–2002 , and Law and Order : Special Victims Unit in 2003 .	PRP VBD NN NNS IN NNP NNP IN CD , CC NN CC NN : JJ NNP NN IN CD .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP O O B-NP I-NP I-NP O B-NP I-NP I-NP B-PP B-NP O	she	make guest appearance on	ally mcbeal
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1075	One of her later TV movies	was	America 's Prince	0	6	10	11	11	14	0.9408307345776858	One of her later TV movies , in 2003 , was America 's Prince : The John F. Kennedy Jr. Story , in which she portrayed Jacqueline Bouvier Kennedy Onassis .	CD IN PRP$ JJ NN NNS , IN CD , VBD NNP POS NNP : DT NNP NNP NNP NNP NNP , IN WDT PRP VBD NNP NNP NNP NNP .	B-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP O B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP B-NP I-NP I-NP I-NP O	# of her later tv movies	be	america 's prince
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1075	she	portrayed	Jacqueline Bouvier Kennedy Onassis	24	25	25	26	26	30	0.20632814219386036	One of her later TV movies , in 2003 , was America 's Prince : The John F. Kennedy Jr. Story , in which she portrayed Jacqueline Bouvier Kennedy Onassis .	CD IN PRP$ JJ NN NNS , IN CD , VBD NNP POS NNP : DT NNP NNP NNP NNP NNP , IN WDT PRP VBD NNP NNP NNP NNP .	B-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP O B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP B-NP I-NP I-NP I-NP O	she	portray	jacqueline bouvier kennedy onassis
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1076	she	appeared in	the action movie Domino	3	4	4	6	6	10	0.29972153010280295	In 2005 , she appeared in the action movie Domino with Keira Knightley .	IN CD , PRP VBD IN DT NN NN NNP IN NNP NNP .	B-PP B-NP O B-NP B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O	she	appear in	the action movie domino
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1077	television work	was a recurring role as	the mysterious James	4	6	6	11	11	14	0.9807698656767286	Bisset 's most recent television work was a recurring role as the mysterious James , during the fourth season of the FX series Nip/Tuck in 2006 .	NNP POS RBS JJ NN NN VBD DT VBG NN IN DT JJ NNP , IN DT JJ NN IN DT NNP NN NNP IN CD .	B-NP I-NP B-ADJP I-ADJP B-NP I-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP O	television work	recur role as	the mysterious james
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1078	she	starred in	an An Old Fashioned Thanksgiving	1	2	2	4	4	9	0.4058212223200461	Later she starred in an An Old Fashioned Thanksgiving , which premiered on the Hallmark Channel on 22 November 2008 .	RB PRP VBD IN DT NNP NNP NNP NNP , WDT VBD IN DT NNP NNP IN CD NNP CD .	B-ADVP B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	she	star in	an an old fashioned thanksgiving
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1078	an An Old Fashioned Thanksgiving	premiered on	the Hallmark Channel	4	9	11	13	13	16	0.9984288395145027	Later she starred in an An Old Fashioned Thanksgiving , which premiered on the Hallmark Channel on 22 November 2008 .	RB PRP VBD IN DT NNP NNP NNP NNP , WDT VBD IN DT NNP NNP IN CD NNP CD .	B-ADVP B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	an an old fashioned thanksgiving	premiere on	the hallmark channel
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1079	she	also garnered acclaim for	her role	4	5	5	9	9	11	0.4107306618881591	In the same year she also garnered acclaim for her role in the Holocaust drama , Death in Love .	IN DT JJ NN PRP RB VBD NN IN PRP$ NN IN DT NNP NN , NNP IN NNP .	B-PP B-NP I-NP I-NP B-NP B-ADVP B-VP B-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-PP B-NP O	she	garner acclaim for	her role
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1080	The Last Film Festival	will be	the final screen appearance of Dennis Hopper	3	7	9	11	11	18	0.6048479162976217	She recentlyfinished filming The Last Film Festival , which will be the final screen appearance of Dennis Hopper .	PRP VBD VBG DT JJ NNP NNP , WDT MD VB DT JJ NN NN IN NNP NNP .	B-NP B-VP I-VP B-NP I-NP I-NP I-NP O B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	the last film festival	be	the final screen appearance of dennis hopper
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1081	she	played the role of	' Lila'	10	11	11	15	15	17	0.40174027152365516	Bisset co-starred in the independent film , Latter Days where she played the role of ' Lila' .	NNP JJ IN DT JJ NN , NNP NNS WRB PRP VBD DT NN IN POS NNP .	B-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP B-ADVP B-NP B-VP B-NP I-NP I-NP I-NP I-NP O	she	play role of	' lila'
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1082	Bisset	has starred in	a large number of independent films	0	1	1	4	4	10	0.9025503290040598	Bisset has starred in a large number of independent films throughout her career .	NNP VBZ VBN IN DT JJ NN IN JJ NNS IN PRP$ NN .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O	bisset	star in	a large number of independent films
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1083	Bisset	is godmother to	actress Angelina Jolie	0	1	1	4	4	7	0.9999999999919571	Bisset is godmother to actress Angelina Jolie .	NNP VBZ JJ TO NN NNP NNP .	B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP O	bisset	be godmother to	actress angelina jolie
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1084	She	appeared with	Jolie	0	1	1	3	3	4	0.5736796357098758	She appeared with Jolie in the film Mr. and Mrs. Smith ; however , their scenes together were deleted during postproduction .	PRP VBD IN NNP IN DT NN NNP CC NNP NNP : RB , PRP$ NNS RB VBD VBN IN NN .	B-NP B-VP B-PP B-NP B-PP B-NP I-NP B-NP I-NP I-NP I-NP O B-ADVP O B-NP I-NP B-ADVP B-VP I-VP B-PP B-NP O	she	appear with	jolie
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1084	their scenes	together were deleted during	postproduction	14	16	16	20	20	21	0.712214048216238	She appeared with Jolie in the film Mr. and Mrs. Smith ; however , their scenes together were deleted during postproduction .	PRP VBD IN NNP IN DT NN NNP CC NNP NNP : RB , PRP$ NNS RB VBD VBN IN NN .	B-NP B-VP B-PP B-NP B-PP B-NP I-NP B-NP I-NP I-NP I-NP O B-ADVP O B-NP I-NP B-ADVP B-VP I-VP B-PP B-NP O	their scenes	delete during	postproduction
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1085	she	has had	several lengthy romances	6	7	7	9	9	12	0.0843325002254145	Bisset has never married , though she has had several lengthy romances .	NNP VBZ RB VBN , IN PRP VBZ VBN JJ JJ NNS .	B-NP B-VP I-VP I-VP O B-SBAR B-NP B-VP I-VP B-NP I-NP I-NP O	she	have	several lengthy romances
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1086	These	include a relationship with	the actor Michael Sarrazin	0	1	1	5	5	9	0.475066316445661	These include a relationship with the actor Michael Sarrazin that lasted over 10 years and with the Russian-American dancer and actor Alexander Godunov.	DT VBP DT NN IN DT NN NNP NNP WDT VBD IN CD NNS CC IN DT JJ NN CC NN NNP NNP	B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP I-NP B-PP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP	these	include relationship with	the actor michael sarrazin
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1086	the actor Michael Sarrazin	lasted over	10 years	5	9	10	12	12	14	0.2281896353952983	These include a relationship with the actor Michael Sarrazin that lasted over 10 years and with the Russian-American dancer and actor Alexander Godunov.	DT VBP DT NN IN DT NN NNP NNP WDT VBD IN CD NNS CC IN DT JJ NN CC NN NNP NNP	B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP I-NP B-PP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP	the actor michael sarrazin	last over	# years
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacqueline Bisset.txt	1087	She	divides her time between	homes	0	1	1	5	5	6	0.5384854071970451	She divides her time between homes in England and Beverly Hills , California .	PRP VBZ PRP$ NN IN NNS IN NNP CC NNP NNP , NNP .	B-NP B-VP B-NP I-NP B-PP B-NP B-PP B-NP O B-NP I-NP O B-NP O	she	divide time between	homes
