/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8423	Jacques Joseph Charles Villeneuve	is	a Canadian musician	0	4	6	7	7	10	0.843908541236736	Jacques Joseph Charles Villeneuve , , is a Canadian musician and former automobile racing driver .	NNP NNP NNP NNP , , VBZ DT JJ NN CC JJ NN VBG NN .	B-NP I-NP I-NP I-NP O O B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O	jacques joseph charles villeneuve	be	a canadian musician
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8476	Villeneuve	took	seven pole positions	5	6	6	7	7	10	0.7893598964113117	During the 1993 season , Villeneuve took seven pole positions and five race victories from the 15 races .	IN DT CD NN , NNP VBD CD NN NNS CC CD NN NNS IN DT CD NNS .	B-PP B-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	villeneuve	take	# pole positions
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8477	a few crucial driving errors	cost	the Canadian	2	7	7	8	8	10	0.6179516072821922	However , a few crucial driving errors cost the Canadian the series title and so finished his debut season third in the standings .	RB , DT JJ JJ JJ NNS VBP DT NNP DT NN NN CC RB VBD PRP$ NN NN JJ IN DT NNS .	B-ADVP O B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP B-NP I-NP I-NP O B-ADVP B-VP B-NP I-NP I-NP B-ADJP B-PP B-NP I-NP O	a few crucial driving errors	cost	the canadian
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8477	the Canadian	so finished	his debut season	8	10	14	16	16	19	0.8800976073219524	However , a few crucial driving errors cost the Canadian the series title and so finished his debut season third in the standings .	RB , DT JJ JJ JJ NNS VBP DT NNP DT NN NN CC RB VBD PRP$ NN NN JJ IN DT NNS .	B-ADVP O B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP B-NP I-NP I-NP O B-ADVP B-VP B-NP I-NP I-NP B-ADJP B-PP B-NP I-NP O	the canadian	finish	his debut season
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8478	His Forsythe-Green team	took	Villeneuve	0	3	3	4	4	5	0.9469705806066386	His Forsythe-Green team took Villeneuve up a level into the IndyCar championship in 1994 .	PRP$ NNP NN VBD NNP IN DT NN IN DT NN NN IN CD .	B-NP I-NP I-NP B-VP B-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O	his forsythe-green team	take	villeneuve
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8479	Villeneuve	came second at	that year 's Indianapolis 500	5	6	6	9	9	14	0.9756267430130594	In his first year , Villeneuve came second at that year 's Indianapolis 500 and won his first race at Road America , the circuit where his uncle had become the first Canadian to win a CART race nine years before .	IN PRP$ JJ NN , NNP VBD JJ IN DT NN POS NNP CD CC VBD PRP$ JJ NN IN NNP NNP , DT NN WRB PRP$ NN VBD VBN DT JJ JJ TO VB DT NNP NN CD NNS RB .	B-PP B-NP I-NP I-NP O B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-ADVP B-NP I-NP B-VP I-VP B-NP I-NP B-ADJP B-VP I-VP B-NP I-NP I-NP B-NP I-NP B-ADVP O	villeneuve	come second at	that year 's indianapolis #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8479	Villeneuve	won his first race at	Road America	5	6	15	20	20	22	0.9751744853768898	In his first year , Villeneuve came second at that year 's Indianapolis 500 and won his first race at Road America , the circuit where his uncle had become the first Canadian to win a CART race nine years before .	IN PRP$ JJ NN , NNP VBD JJ IN DT NN POS NNP CD CC VBD PRP$ JJ NN IN NNP NNP , DT NN WRB PRP$ NN VBD VBN DT JJ JJ TO VB DT NNP NN CD NNS RB .	B-PP B-NP I-NP I-NP O B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-ADVP B-NP I-NP B-VP I-VP B-NP I-NP B-ADJP B-VP I-VP B-NP I-NP I-NP B-NP I-NP B-ADVP O	villeneuve	win race at	road america
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8479	his uncle	had become the first Canadian to win	a CART race	26	28	28	35	35	38	0.6217932973939208	In his first year , Villeneuve came second at that year 's Indianapolis 500 and won his first race at Road America , the circuit where his uncle had become the first Canadian to win a CART race nine years before .	IN PRP$ JJ NN , NNP VBD JJ IN DT NN POS NNP CD CC VBD PRP$ JJ NN IN NNP NNP , DT NN WRB PRP$ NN VBD VBN DT JJ JJ TO VB DT NNP NN CD NNS RB .	B-PP B-NP I-NP I-NP O B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-ADVP B-NP I-NP B-VP I-VP B-NP I-NP B-ADJP B-VP I-VP B-NP I-NP I-NP B-NP I-NP B-ADVP O	his uncle	become first canadian to win	a cart race
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8480	Villeneuve	finished the season in	sixth position	0	1	1	5	5	7	0.9368843700628563	Villeneuve finished the season in sixth position ; 131 points behind champion Al Unser Jr. and also taking the Rookie of the Year award .	NNP VBD DT NN IN JJ NN : CD NNS IN NN NNP NNP NNP CC RB VBG DT NN IN DT NN NN .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-ADVP B-VP B-NP I-NP I-NP I-NP I-NP I-NP O	villeneuve	finish season in	sixth position
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8481	Villeneuve	started	the '95 campaign	0	1	1	2	2	5	0.874111709033325	Villeneuve started the '95 campaign strongly , winning the first race on the streets of Miami .	NNP VBD DT JJS NN RB , VBG DT JJ NN IN DT NNS IN NNP .	B-NP B-VP B-NP I-NP I-NP B-ADVP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	villeneuve	start	the '95 campaign
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8482	Miami	came	three other victories	5	6	6	7	7	10	0.8322006542091199	Along with the win in Miami came three other victories , the most significant of which came at Indianapolis for the Indy 500 .	IN IN DT NN IN NNP VBD CD JJ NNS , DT RBS JJ IN WDT VBD IN NNP IN DT NNP CD .	B-PP B-PP B-NP I-NP B-PP B-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP B-VP B-PP B-NP B-PP B-NP I-NP I-NP O	miami	come	# other victories
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8482	the most significant of which	came at	Indianapolis	11	16	16	18	18	19	0.8131593836426672	Along with the win in Miami came three other victories , the most significant of which came at Indianapolis for the Indy 500 .	IN IN DT NN IN NNP VBD CD JJ NNS , DT RBS JJ IN WDT VBD IN NNP IN DT NNP CD .	B-PP B-PP B-NP I-NP B-PP B-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP B-VP B-PP B-NP B-PP B-NP I-NP I-NP O	the most significant of which	come at	indianapolis
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8483	Villeneuve	fought his way back up through	the field	7	8	8	14	14	16	0.4695435208077661	Despite a mid–race two lap penalty , Villeneuve fought his way back up through the field to win the race by two seconds over Brazilian Christian Fittipaldi .	IN DT NN CD NN NN , NNP VBD PRP$ NN RB RB IN DT NN TO VB DT NN IN CD NNS IN JJ NNP NNP .	B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP B-ADVP B-ADVP B-PP B-NP I-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O	villeneuve	fight way through	the field
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8484	His performances	brought	him	0	2	10	11	11	12	0.04121332731346515	His performances , as well as his family name , brought him to the attention of Frank Williams , Managerial Director of the Williams Grand Prix team .	PRP$ NNS , RB RB IN PRP$ NN NN , VBD PRP TO DT NN IN NNP NNP , NNP NNP IN DT NNP NNP NNP NN .	B-NP I-NP O B-CONJP I-CONJP I-CONJP B-NP I-NP I-NP O B-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	his performances	bring	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8485	Williams	signed	him	0	1	1	2	2	3	0.06434406651604942	Williams signed him to his Formula One team for 1996 and Villeneuve began testing the Williams F1 car in 1995 after the IndyCar season .	NNP VBD PRP TO PRP$ NNP CD NN IN CD CC NNP VBD VBG DT NNP NNP NN IN CD IN DT NN NN .	B-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP O B-NP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP O	williams	sign	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8485	Villeneuve	began testing	the Williams F1 car	11	12	12	14	14	18	0.9508024186891135	Williams signed him to his Formula One team for 1996 and Villeneuve began testing the Williams F1 car in 1995 after the IndyCar season .	NNP VBD PRP TO PRP$ NNP CD NN IN CD CC NNP VBD VBG DT NNP NNP NN IN CD IN DT NN NN .	B-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP O B-NP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP O	villeneuve	begin test	the williams f1 car
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8486	Villeneuve	was	the last CART IndyCar World Series champion	0	1	1	2	2	9	0.9469705806066386	Villeneuve was the last CART IndyCar World Series champion before the 1996 CART/IRL split created two rival series : The Indy Racing League and the Champ Car World Series .	NNP VBD DT JJ NNP NNP NNP NNP NN IN DT CD NNP NN VBN CD JJ NN : DT NNP NNP NNP CC DT NNP NNP NNP NNP .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O	villeneuve	be	the last cart indycar world series champion
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8487	Villeneuve	signed a two year contract with	Williams	0	1	1	7	7	8	0.9830722243365434	Villeneuve signed a two year contract with Williams with an option year available to him as well .	NNP VBD DT CD NN NN IN NNP IN DT NN NN JJ TO PRP RB RB .	B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP B-ADJP B-PP B-NP B-ADVP I-ADVP O	villeneuve	sign two year contract with	williams
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8488	Villeneuve	impressed during	his debut race	0	1	1	3	3	6	0.8977475065447497	Villeneuve impressed during his debut race in Australia , taking pole position and almost won the race .	NNP VBD IN PRP$ NN NN IN NNP , VBG NN NN CC RB VBD DT NN .	B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP O B-VP B-NP I-NP O B-VP I-VP B-NP I-NP O	villeneuve	impress during	his debut race
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8488	Australia	almost won	the race	7	8	13	15	15	17	0.8306915674945774	Villeneuve impressed during his debut race in Australia , taking pole position and almost won the race .	NNP VBD IN PRP$ NN NN IN NNP , VBG NN NN CC RB VBD DT NN .	B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP O B-VP B-NP I-NP O B-VP I-VP B-NP I-NP O	australia	win	the race
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8489	an oil leak Villeneuve	allow	team mate Damon Hill	3	7	13	14	14	18	0.38114094837303814	But due to an oil leak Villeneuve was forced to slow down and allow team mate Damon Hill to pass and take victory at the opening round of the Championship , the Canadian however did manage to hold onto second place .	CC JJ TO DT NN NN NNP VBD VBN TO VB RP CC VB NN NN NNP NNP TO VB CC VB NN IN DT NN NN IN DT NNP , DT JJ RB VBD VB TO VB IN JJ NN .	O B-PP I-PP B-NP I-NP I-NP I-NP B-VP I-VP I-VP I-VP B-PRT O B-VP B-NP I-NP I-NP I-NP B-VP I-VP I-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-ADVP B-VP I-VP I-VP I-VP B-PP B-NP I-NP O	an oil leak villeneuve	allow	team mate damon hill
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8489	team mate Damon Hill	take victory at	the opening round of the Championship	14	18	21	24	24	30	0.9539735997375327	But due to an oil leak Villeneuve was forced to slow down and allow team mate Damon Hill to pass and take victory at the opening round of the Championship , the Canadian however did manage to hold onto second place .	CC JJ TO DT NN NN NNP VBD VBN TO VB RP CC VB NN NN NNP NNP TO VB CC VB NN IN DT NN NN IN DT NNP , DT JJ RB VBD VB TO VB IN JJ NN .	O B-PP I-PP B-NP I-NP I-NP I-NP B-VP I-VP I-VP I-VP B-PRT O B-VP B-NP I-NP I-NP I-NP B-VP I-VP I-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-ADVP B-VP I-VP I-VP I-VP B-PP B-NP I-NP O	team mate damon hill	take victory at	the opening round of the championship
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8489	the Canadian	however did manage to hold onto	second place	31	33	33	39	39	41	0.3177272533385748	But due to an oil leak Villeneuve was forced to slow down and allow team mate Damon Hill to pass and take victory at the opening round of the Championship , the Canadian however did manage to hold onto second place .	CC JJ TO DT NN NN NNP VBD VBN TO VB RP CC VB NN NN NNP NNP TO VB CC VB NN IN DT NN NN IN DT NNP , DT JJ RB VBD VB TO VB IN JJ NN .	O B-PP I-PP B-NP I-NP I-NP I-NP B-VP I-VP I-VP I-VP B-PRT O B-VP B-NP I-NP I-NP I-NP B-VP I-VP I-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-ADVP B-VP I-VP I-VP I-VP B-PP B-NP I-NP O	the canadian	manage to hold onto	second place
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8490	It	would be	another 11 years	0	1	1	3	3	6	0.16213173014299667	It would be another 11 years before another driver finished on the podium on his debut which was Lewis Hamilton during the 2007 Australian Grand Prix .	PRP MD VB DT CD NNS IN DT NN VBD IN DT NN IN PRP$ NN WDT VBD NNP NNP IN DT CD JJ NNP NNP .	B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O	it	be	another # years
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8490	another driver	finished on	the podium	7	9	9	11	11	13	0.9979430411628681	It would be another 11 years before another driver finished on the podium on his debut which was Lewis Hamilton during the 2007 Australian Grand Prix .	PRP MD VB DT CD NNS IN DT NN VBD IN DT NN IN PRP$ NN WDT VBD NNP NNP IN DT CD JJ NNP NNP .	B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O	another driver	finish on	the podium
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8490	his debut	was	Lewis Hamilton	14	16	17	18	18	20	0.8434578567965635	It would be another 11 years before another driver finished on the podium on his debut which was Lewis Hamilton during the 2007 Australian Grand Prix .	PRP MD VB DT CD NNS IN DT NN VBD IN DT NN IN PRP$ NN WDT VBD NNP NNP IN DT CD JJ NNP NNP .	B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O	his debut	be	lewis hamilton
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8491	Villeneuve	won	his first Formula One race	0	1	1	2	2	7	0.9633432551928722	Villeneuve won his first Formula One race at the fourth round at the Nürburgring despite coming under pressure from the Ferrari of Michael Schumacher .	NNP VBD PRP$ JJ NNP CD NN IN DT JJ NN IN DT NN IN VBG IN NN IN DT NNP IN NNP NNP .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-VP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O	villeneuve	win	his first formula # race
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8492	Villeneuve	won	a further three races	0	1	1	2	2	6	0.9187854590353653	Villeneuve won a further three races , his four race victories still stand as the most in a rookie season , and managed to take the title to the final round in Japan .	NNP VBD DT JJ CD NNS , PRP$ CD NN NNS RB VBP IN DT RBS IN DT NN NN , CC VBD TO VB DT NN TO DT JJ NN IN NNP .	B-NP B-VP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-ADVP B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O O B-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O	villeneuve	win	a further # races
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8492	his four race victories	still stand as	the most	7	11	11	14	14	16	0.5237381491909819	Villeneuve won a further three races , his four race victories still stand as the most in a rookie season , and managed to take the title to the final round in Japan .	NNP VBD DT JJ CD NNS , PRP$ CD NN NNS RB VBP IN DT RBS IN DT NN NN , CC VBD TO VB DT NN TO DT JJ NN IN NNP .	B-NP B-VP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-ADVP B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O O B-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O	his # race victories	stand as	the most
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8492	the most	managed to take	the title	14	16	22	25	25	27	0.05247874206612281	Villeneuve won a further three races , his four race victories still stand as the most in a rookie season , and managed to take the title to the final round in Japan .	NNP VBD DT JJ CD NNS , PRP$ CD NN NNS RB VBP IN DT RBS IN DT NN NN , CC VBD TO VB DT NN TO DT JJ NN IN NNP .	B-NP B-VP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-ADVP B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O O B-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O	the most	manage to take	the title
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8493	The Canadian and team mate Hill	were	the only drivers	0	6	6	7	7	10	0.7276386182064097	The Canadian and team mate Hill were the only drivers who could win the title , but with a gap of nine points between himself and Hill prior to the final race his chances of winning the title were slim .	DT JJ CC NN NN NNP VBD DT JJ NNS WP MD VB DT NN , CC IN DT NN IN CD NNS IN PRP CC NNP RB TO DT JJ NN PRP$ NNS IN VBG DT NN VBD JJ .	B-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP B-NP B-VP I-VP B-NP I-NP O O B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O B-NP B-ADVP B-PP B-NP I-NP I-NP B-NP I-NP B-PP B-VP B-NP I-NP B-VP B-ADJP O	the canadian and team mate hill	be	the only drivers
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8493	the only drivers	could win	the title	7	10	11	13	13	15	0.30154956756151663	The Canadian and team mate Hill were the only drivers who could win the title , but with a gap of nine points between himself and Hill prior to the final race his chances of winning the title were slim .	DT JJ CC NN NN NNP VBD DT JJ NNS WP MD VB DT NN , CC IN DT NN IN CD NNS IN PRP CC NNP RB TO DT JJ NN PRP$ NNS IN VBG DT NN VBD JJ .	B-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP B-NP B-VP I-VP B-NP I-NP O O B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O B-NP B-ADVP B-PP B-NP I-NP I-NP B-NP I-NP B-PP B-VP B-NP I-NP B-VP B-ADJP O	the only drivers	win	the title
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8494	Hill	won the race while	Villeneuve	4	5	5	9	9	10	0.727850954615372	In the end , Hill won the race while Villeneuve retired on the 37th lap after his right–rear wheel came off .	IN DT NN , NNP VBD DT NN IN NNP VBD IN DT JJ NN IN PRP$ NN NN VBD RB .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-SBAR B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-VP B-PRT O	hill	win race while	villeneuve
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8494	Villeneuve	retired on	the 37th lap	9	10	10	12	12	15	0.9980304905286376	In the end , Hill won the race while Villeneuve retired on the 37th lap after his right–rear wheel came off .	IN DT NN , NNP VBD DT NN IN NNP VBD IN DT JJ NN IN PRP$ NN NN VBD RB .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-SBAR B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-VP B-PRT O	villeneuve	retire on	the 37th lap
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8495	Jacques Villeneuve	took the record for	most wins	9	11	11	15	15	17	0.931953758796033	Having won 4 races in his debut season , Jacques Villeneuve took the record for most wins in his first championship season .	VBG VBN CD NNS IN PRP$ NN NN , NNP NNP VBD DT NN IN JJS NNS IN PRP$ JJ NN NN .	B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O	jacques villeneuve	take record for	most wins
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8496	He	also become the first driver in	Formula One history	0	1	1	7	7	10	0.12817236526105855	He also become the first driver in Formula One history to finish second in his first championship season .	PRP RB VBP DT JJ NN IN NNP CD NN TO VB JJ IN PRP$ JJ NN NN .	B-NP B-ADVP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP O	he	become driver in	formula # history
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8497	Both records	were later equaled by	Lewis Hamilton	0	2	2	6	6	8	0.9764356716228175	Both records were later equaled by Lewis Hamilton in .	DT NNS VBD RB VBN IN NNP NNP IN .	B-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP B-PP O	both records	equal by	lewis hamilton
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8498	Hill	was dropped by	Williams	0	1	1	4	4	5	0.9851395303038705	Hill was dropped by Williams for , making Villeneuve the team 's lead driver .	NNP VBD VBN IN NNP IN , VBG NNP DT NN POS JJ NN .	B-NP B-VP I-VP B-PP B-NP B-LST O B-VP B-NP B-NP I-NP I-NP I-NP I-NP O	hill	drop by	williams
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8500	Villeneuve	again challenged for	the title	0	1	2	5	5	7	0.9242275535000103	Villeneuve once again challenged for the title , but instead of Hill , the Canadian found himself battling with then double World Champion Michael Schumacher .	NNP RB RB VBD IN DT NN , CC RB IN NNP , DT NNP VBD PRP VBG IN RB JJ NNP NNP NNP NNP .	B-NP B-ADVP B-ADVP B-VP B-PP B-NP I-NP O O B-PP I-PP B-NP O B-NP I-NP B-VP B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	villeneuve	challenge for	the title
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8500	the Canadian	found	himself	13	15	15	16	16	17	0.038949545797000516	Villeneuve once again challenged for the title , but instead of Hill , the Canadian found himself battling with then double World Champion Michael Schumacher .	NNP RB RB VBD IN DT NN , CC RB IN NNP , DT NNP VBD PRP VBG IN RB JJ NNP NNP NNP NNP .	B-NP B-ADVP B-ADVP B-VP B-PP B-NP I-NP O O B-PP I-PP B-NP O B-NP I-NP B-VP B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	the canadian	find	himself
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8501	Coulthard	took	the opening race	0	1	1	2	2	5	0.8446451270506704	Coulthard took the opening race in Australia but Villeneuve took the next two wins in Brazil and Argentina .	NNP VBD DT NN NN IN NNP CC NNP VBD DT JJ CD NNS IN NNP CC NNP .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O	coulthard	take	the opening race
